xid,0.2,0.05,0.01,0.005,0.002,0.0,ead
800,0.0,50.83195,97.75375,97.75375,117.3045,130.33833,7.84311
803,,0.0,0.0,0.0,0.0,,0.0
806,,0.0,0.0,0.0,0.0,,0.0
812,,0.0,0.0,0.0,0.0,,0.0
813,,0.0,0.0,0.0,0.0,,0.0
816,,0.0,0.0,0.0,0.0,,0.0
819,0.0,109260.11928,155895.14369,160077.65709,160624.60115,160989.23052,15090.21343
822,,0.0,0.0,0.0,0.0,,0.0
823,,0.0,0.0,0.0,0.0,,0.0
824,0.0,6974.98032,7103.92056,7232.8608,7310.68272,7362.564,877.03206
825,0.0,1295.84875,1580.9115,1929.0285,2286.01625,2524.00808,174.6313
826,0.0,4224.77007,4224.77007,4393.79792,4478.54339,4535.04037,529.71707
828,,0.0,0.0,0.0,0.0,,0.0
830,0.0,5.89848,90.44336,168.10668,194.64984,212.34528,3.96673
832,,0.0,0.0,0.0,0.0,,0.0
836,0.0,0.0,0.0,21.00384,36.01152,46.01664,0.22006
839,,0.0,0.0,0.0,0.0,,0.0
843,0.0,2846.87169,3080.76474,3450.02598,3824.66883,4074.43073,367.20622
847,,0.0,0.0,0.0,0.0,,0.0
849,0.0,3137.84184,3137.84184,3137.84184,3137.84184,3137.84184,392.23023
850,,0.0,0.0,0.0,0.0,,0.0
851,,0.0,0.0,0.0,0.0,,0.0
858,,0.0,0.0,0.0,0.0,,0.0
859,,0.0,0.0,0.0,0.0,,0.0
861,,0.0,0.0,0.0,0.0,,0.0
866,,0.0,0.0,0.0,0.0,,0.0
870,,0.0,0.0,0.0,0.0,,0.0
872,0.0,992.9832,1097.98832,1250.93056,1343.9514,1405.96529,128.80771
879,0.0,0.0,0.0,46.97946,855.59562,1394.67306,3.72158
880,,0.0,0.0,0.0,0.0,,0.0
881,0.0,16550.7705,17192.05884,17257.74336,17281.94292,17298.07596,2088.67843
884,,0.0,0.0,0.0,0.0,,0.0
885,0.0,7901.2324,8189.802,8189.802,8189.802,8189.802,996.31114
886,,0.0,0.0,0.0,0.0,,0.0
887,,0.0,0.0,0.0,0.0,,0.0
890,,0.0,0.0,0.0,0.0,,0.0
892,,0.0,0.0,0.0,0.0,,0.0
893,,0.0,0.0,0.0,0.0,,0.0
896,,0.0,0.0,0.0,0.0,,0.0
897,,0.0,0.0,0.0,0.0,,0.0
898,,0.0,0.0,0.0,0.0,,0.0
899,0.0,1697.72428,2735.70472,3458.69468,3941.72142,4263.73925,250.78998
900,0.0,10.7637,16.14555,20.45103,54.89487,77.85743,1.68273
901,,0.0,0.0,0.0,0.0,,0.0
904,0.0,3439.49189,11779.58996,15691.00734,17496.2769,18699.78994,716.99702
906,0.0,520.21726,1614.63659,2517.65523,3562.99746,4259.89228,108.98797
907,0.0,2789.96445,2849.8743,2858.76045,2858.76045,2858.76045,350.6095
910,,0.0,0.0,0.0,0.0,,0.0
911,,0.0,0.0,0.0,0.0,,0.0
912,0.0,6341.54488,6551.5648,6596.47472,6604.4,6609.68352,799.36355
913,0.0,0.0,71.99572,192.03668,272.97776,326.93848,3.39743
914,0.0,2156.89425,2162.3,2162.3,2162.3,2162.3,269.77395
916,,0.0,0.0,0.0,0.0,,0.0
917,0.0,296.7785,2078.8972,4825.90795,6088.30235,6929.89862,116.42343
924,,0.0,0.0,0.0,0.0,,0.0
925,0.0,1618.4085,14299.1151,22394.33095,25948.48295,28317.91762,658.24535
926,0.0,3206.7113,4052.73726,4298.79788,4394.75712,4458.72995,428.46498
927,,0.0,0.0,0.0,0.0,,0.0
929,,0.0,0.0,0.0,0.0,,0.0
938,,0.0,0.0,0.0,0.0,,0.0
943,,0.0,0.0,0.0,0.0,,0.0
944,0.0,0.0,80.03338,1857.91775,7780.38787,11728.70128,40.41209
947,,0.0,0.0,0.0,0.0,,0.0
948,,0.0,0.0,0.0,0.0,,0.0
949,,0.0,0.0,0.0,0.0,,0.0
957,0.0,0.0,0.0,0.0,9.00682,15.01137,0.03753
962,,0.0,0.0,0.0,0.0,,0.0
964,,0.0,0.0,0.0,0.0,,0.0
965,0.0,48.07803,89.91216,218.95276,320.93646,388.92559,8.65751
968,,0.0,0.0,0.0,0.0,,0.0
969,0.0,6697.18115,18379.83884,32109.97262,35861.85394,38363.10815,1306.23622
970,0.0,0.0,0.0,32.99627,75.00403,103.0092,0.4225
974,,0.0,0.0,0.0,0.0,,0.0
975,,0.0,0.0,0.0,0.0,,0.0
976,0.0,108.08735,423.0114,666.03285,914.89055,1080.79568,25.81821
978,0.0,425.9654,449.97505,458.97075,473.92135,483.88842,54.09573
979,0.0,3224.9548,3374.9356,3473.82,3537.0472,3579.19867,408.62385
980,0.0,18095.3977,26265.79438,30494.15778,32108.92648,33185.43895,2545.47754
983,,0.0,0.0,0.0,0.0,,0.0
984,0.0,353.95682,503.99924,578.95156,608.9876,629.01163,49.43317
985,,0.0,0.0,0.0,0.0,,0.0
986,,0.0,0.0,0.0,0.0,,0.0
987,0.0,4927.07817,10899.14616,16553.8107,17545.08609,18205.93635,841.58711
988,0.0,1034.9801,1353.1231,1532.84005,1712.89545,1832.93238,141.01491
989,,0.0,0.0,0.0,0.0,,0.0
990,,0.0,0.0,0.0,0.0,,0.0
991,,0.0,0.0,0.0,0.0,,0.0
992,,0.0,0.0,0.0,0.0,,0.0
993,,0.0,0.0,0.0,0.0,,0.0
998,0.0,0.0,116.99105,663.03919,674.3,681.80721,7.65201
999,0.0,0.0,1365.707,3626.50575,5811.63695,7268.39108,67.03191
1000,0.0,0.0,0.0,0.0,79.33888,132.23147,0.33058
1001,,0.0,0.0,0.0,0.0,,0.0
1002,,0.0,0.0,0.0,0.0,,0.0
1003,,0.0,0.0,0.0,0.0,,0.0
1005,,0.0,0.0,0.0,0.0,,0.0
1006,,0.0,0.0,0.0,0.0,,0.0
1020,,0.0,0.0,0.0,0.0,,0.0
1021,,0.0,0.0,0.0,0.0,,0.0
1022,,0.0,0.0,0.0,0.0,,0.0
1027,,0.0,0.0,0.0,0.0,,0.0
1028,,0.0,0.0,0.0,0.0,,0.0
1036,,0.0,0.0,0.0,0.0,,0.0
1038,,0.0,0.0,0.0,0.0,,0.0
1040,,0.0,0.0,0.0,0.0,,0.0
1041,0.0,0.0,79.04736,197.6184,316.18944,395.2368,3.75475
1042,,0.0,0.0,0.0,0.0,,0.0
1043,,0.0,0.0,0.0,0.0,,0.0
1044,,0.0,0.0,0.0,0.0,,0.0
1045,,0.0,0.0,0.0,0.0,,0.0
1093,,0.0,0.0,0.0,0.0,,0.0
1137,,0.0,0.0,0.0,0.0,,0.0
1139,0.0,8.23344,79.07533,118.52723,197.43103,250.03356,3.77909
1140,0.0,315.936,592.38,711.11928,790.10328,842.75928,49.00496
1141,0.0,868.86001,2172.66782,2765.0253,3436.08762,3883.4625,154.96051
1142,,0.0,0.0,0.0,0.0,,0.0
1143,0.0,315.78555,1145.71135,1540.5954,2133.2257,2528.31257,69.80189
1187,,0.0,0.0,0.0,0.0,,0.0
1190,,0.0,0.0,0.0,0.0,,0.0
1191,,0.0,0.0,0.0,0.0,,0.0
1192,,0.0,0.0,0.0,0.0,,0.0
1193,,0.0,0.0,0.0,0.0,,0.0
1194,,0.0,0.0,0.0,0.0,,0.0
1195,,0.0,0.0,0.0,0.0,,0.0
1196,,0.0,0.0,0.0,0.0,,0.0
1222,,0.0,0.0,0.0,0.0,,0.0
1223,,0.0,0.0,0.0,0.0,,0.0
1224,,0.0,0.0,0.0,0.0,,0.0
1225,,0.0,0.0,0.0,0.0,,0.0
1226,,0.0,0.0,0.0,0.0,,0.0
1227,,0.0,0.0,0.0,0.0,,0.0
1228,,0.0,0.0,0.0,0.0,,0.0
1230,,0.0,0.0,0.0,0.0,,0.0
1231,,0.0,0.0,0.0,0.0,,0.0
1240,,0.0,0.0,0.0,0.0,,0.0
1249,0.0,69.73208,237.723,751.20468,1145.82486,1408.90498,19.2516
