xid,f0_elv,f0_scale,TRANSPORT_LINE_TYPE_CODE,TRANSPORT_LINE_SURFACE_CODE,TRANSPORT_LINE_DIVIDED_CODE,TOTAL_NUMBER_OF_LANES,DISASTER_ROUTE_IND,TRUCK_ROUTE_IND,FROM_TRAFFIC_IMPACTOR_CODE,TO_TRAFFIC_IMPACTOR_CODE,TRANSPORT_LINE_SURFACE_CODE_DESCRIPTION,TRANSPORT_LINE_TYPE_CODE_DESCRIPTION,TRANSPORT_LINE_TYPE_CODE_ROAD_CLASS
360,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
361,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
362,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
363,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
364,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
365,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
366,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
367,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
368,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
369,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
370,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
371,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
372,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
373,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
374,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
375,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
376,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
377,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
378,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
379,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
380,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
381,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
382,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
383,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
384,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
385,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
386,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
387,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
388,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
389,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
390,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
391,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
392,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
393,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
394,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
395,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
396,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
397,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
398,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
399,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
400,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
401,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
402,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
403,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
404,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
405,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
406,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
407,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
408,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
409,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
410,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
411,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
412,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
413,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
414,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
415,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
416,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
417,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
418,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
419,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
420,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
421,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
422,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
423,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
424,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
425,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
426,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
427,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
428,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
429,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
430,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
431,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
432,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
433,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
434,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
435,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
436,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
437,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
438,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
439,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
440,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
441,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
442,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
443,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
444,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
445,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
446,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
447,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
448,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
449,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
450,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
451,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
452,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
453,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
454,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
455,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
456,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
457,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
458,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
459,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
460,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
461,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
462,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
463,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
464,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
465,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
466,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
467,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
468,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
469,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
470,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
471,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
472,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
473,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
474,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
475,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
476,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
477,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
478,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
479,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
480,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
481,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
482,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
483,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
484,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
485,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
486,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
487,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
488,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
489,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
490,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
491,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
492,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
493,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
494,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
495,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
496,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
497,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
498,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
499,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
500,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
501,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
502,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
503,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
504,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
505,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
506,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
507,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
508,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
509,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
510,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
511,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
512,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
513,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
514,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
515,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
516,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
517,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
518,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
519,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
520,0.0,2.0,RLO,P,N,2,N,N,,C,paved,Road local,local
521,0.0,2.0,RLO,P,N,2,N,N,,C,paved,Road local,local
522,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
523,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
524,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
525,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
526,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
527,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
528,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
529,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
530,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
531,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
532,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
533,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
534,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
535,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
536,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
537,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
538,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
539,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
540,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
541,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
542,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
543,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
544,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
545,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
546,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
547,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
548,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
549,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
550,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
551,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
552,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
553,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
554,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
555,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
556,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
557,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
558,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
559,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
560,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
561,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
562,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
563,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
564,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
565,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
566,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
567,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
568,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
569,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
570,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
571,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
572,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
573,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
574,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
575,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
576,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
577,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
578,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
579,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
580,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
581,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
582,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
583,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
584,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
585,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
586,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
587,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
588,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
589,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
590,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
591,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
592,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
593,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
594,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
595,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
596,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
597,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
598,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
599,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
600,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
601,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
602,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
603,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
604,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
605,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
606,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
607,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
608,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
609,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
610,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
611,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
612,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
613,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
614,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
615,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
616,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
617,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
618,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
619,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
620,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
621,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
622,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
623,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
624,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
625,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
626,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
627,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
628,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
629,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
630,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
631,0.0,2.0,RLO,P,N,2,N,N,S,S,paved,Road local,local
632,0.0,2.0,RLO,P,N,2,N,N,S,S,paved,Road local,local
633,0.0,2.0,RLO,P,N,2,N,N,S,S,paved,Road local,local
634,0.0,2.0,RLO,P,N,2,N,N,S,S,paved,Road local,local
635,0.0,2.0,RLO,P,N,2,N,N,S,S,paved,Road local,local
636,0.0,2.0,RLO,P,N,2,N,N,S,S,paved,Road local,local
637,0.0,2.0,RLO,P,N,2,N,N,S,S,paved,Road local,local
638,0.0,2.0,RLO,P,N,2,N,N,S,S,paved,Road local,local
639,0.0,2.0,RLO,L,N,2,N,N,S,,loose,Road local,local
640,0.0,2.0,RLO,L,N,2,N,N,S,,loose,Road local,local
641,0.0,2.0,RLO,L,N,2,N,N,S,,loose,Road local,local
642,0.0,2.0,RLO,L,N,2,N,N,S,,loose,Road local,local
643,0.0,2.0,RLO,L,N,2,N,N,S,,loose,Road local,local
644,0.0,2.0,RLO,L,N,2,N,N,S,,loose,Road local,local
645,0.0,2.0,RLO,L,N,2,N,N,S,,loose,Road local,local
646,0.0,2.0,RLO,L,N,2,N,N,S,,loose,Road local,local
647,0.0,2.0,RLO,L,N,2,N,N,S,,loose,Road local,local
648,0.0,2.0,RLO,L,N,2,N,N,S,,loose,Road local,local
649,0.0,2.0,RLO,L,N,2,N,N,S,,loose,Road local,local
650,0.0,2.0,RLO,L,N,2,N,N,S,,loose,Road local,local
651,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
652,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
653,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
654,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
655,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
656,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
657,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
658,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
659,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
660,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
661,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
662,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
663,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
664,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
665,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
666,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
667,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
668,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
669,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
670,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
671,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
672,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
673,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
674,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
675,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
676,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
677,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
678,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
679,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
680,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
681,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
682,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
683,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
684,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
685,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
686,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
687,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
688,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
689,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
690,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
691,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
692,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
693,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
694,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
695,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
696,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
697,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
698,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
699,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
700,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
701,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
702,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
703,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
704,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
705,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
706,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
707,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
708,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
709,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
710,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
711,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
712,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
713,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
714,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
715,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
716,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
717,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
718,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
719,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
720,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
721,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
722,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
723,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
724,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
725,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
726,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
727,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
728,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
729,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
730,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
731,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
