bid,CSDUID,DAUID,use1_gf,use2_gf,Bdrm_up,pop_ref,ref_val,pop_est,occu_rate,rawpop,cap_pop,SVIt_score,f0_scale,f0_elv
346000,5907005,59070286,resi,sfd,1,sfd1,1.5,1.5,0.6,1.5,0.9,3,0.27,0.1
356000,5907005,59070286,resi,sfd,6,sfd4,2.7,2.7,0.6,2.7,1.62,3,0.49,0.1
356001,5907005,59070286,resi,sfd,6,sfd4,2.7,2.7,0.6,2.7,1.62,3,0.49,0.1
361000,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,1.9,1.18,5,0.59,0.1
303001,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,1.9,1.18,5,0.59,0.1
366000,5907005,59070286,resi,sfd,3,sfd3,2.0,2.0,0.6,2.0,1.2,3,0.36,0.1
368000,5907005,59070286,resi,sfd,5,sfd4,2.7,2.7,0.6,2.7,1.62,3,0.49,0.1
369000,5907005,59070286,resi,sfd,6,sfd4,2.7,2.7,0.6,2.7,1.62,3,0.49,0.1
370000,5907005,59070287,resi,sfd,4,sfd4,2.7,2.7,0.62,2.7,1.67,5,0.84,0.1
372000,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,1.9,1.18,5,0.59,0.1
373000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
374000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
375000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
376000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
254004,5907005,59070286,resi,mf,12,mf,0.813829787,9.765957447,0.6,9.8,5.86,3,1.76,0.1
377000,5907005,59070286,resi,mf,12,mf,0.813829787,9.765957447,0.6,9.8,5.86,3,1.76,0.1
379000,5907005,59070286,resi,mf,14,mf,0.813829787,11.39361702,0.6,11.4,6.84,3,2.05,0.1
382000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
383000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
385000,5907005,59070288,resi,sfd,4,sfd4,2.7,2.7,0.71,2.7,1.92,5,0.96,0.1
409000,5907005,59070286,resi,sfd,3,sfd3,2.0,2.0,0.6,2.0,1.2,3,0.36,0.1
423000,5907005,59070285,resi,sfd,5,sfd4,2.7,2.7,0.88,2.7,2.38,2,0.48,0.1
427000,5907005,59070285,resi,sfd,4,sfd4,2.7,2.7,0.88,2.7,2.38,2,0.48,0.1
432000,5907005,59070286,resi,sfd,6,sfd4,2.7,2.7,0.6,2.7,1.62,3,0.49,0.1
407001,5907005,59070286,resi,sfd,4,sfd4,2.7,2.7,0.6,2.7,1.62,3,0.49,0.1
439000,5907005,59070286,resi,sfd,4,sfd4,2.7,2.7,0.6,2.7,1.62,3,0.49,0.1
442000,5907005,59070286,resi,sfd,2,sfd2,1.9,1.9,0.6,1.9,1.14,3,0.34,0.1
443000,5907005,59070286,resi,sfd,6,sfd4,2.7,2.7,0.6,2.7,1.62,3,0.49,0.1
454000,5907005,59070285,resi,sfd,4,sfd4,2.7,2.7,0.88,2.7,2.38,2,0.48,0.1
455000,5907005,59070285,resi,sfd,5,sfd4,2.7,2.7,0.88,2.7,2.38,2,0.48,0.1
457000,5907005,59070285,resi,sfd,2,sfd2,1.9,1.9,0.88,1.9,1.67,2,0.33,0.1
458000,5907005,59070285,resi,sfd,2,sfd2,1.9,1.9,0.88,1.9,1.67,2,0.33,0.1
460000,5907005,59070285,resi,sfd,2,sfd2,1.9,1.9,0.88,1.9,1.67,2,0.33,0.1
461000,5907005,59070285,resi,sfd,1,sfd1,1.5,1.5,0.88,1.5,1.32,2,0.26,0.1
460001,5907005,59070285,resi,sfd,2,sfd2,1.9,1.9,0.88,1.9,1.67,2,0.33,0.1
462000,5907005,59070285,resi,sfd,1,sfd1,1.5,1.5,0.88,1.5,1.32,2,0.26,0.1
463000,5907005,59070285,resi,sfd,3,sfd3,2.0,2.0,0.88,2.0,1.76,2,0.35,0.1
464000,5907005,59070285,resi,sfd,3,sfd3,2.0,2.0,0.88,2.0,1.76,2,0.35,0.1
467000,5907005,59070285,resi,sfd,2,sfd2,1.9,1.9,0.88,1.9,1.67,2,0.33,0.1
471000,5907022,59070282,resi,sfd,3,sfd3,2.3,2.3,0.83,2.3,1.91,2,0.38,0.1
473000,5907022,59070282,resi,sfd,2,sfd2,1.7,1.7,0.83,1.7,1.41,2,0.28,0.1
474000,5907022,59070282,resi,sfd,2,sfd2,1.7,1.7,0.83,1.7,1.41,2,0.28,0.1
477000,5907022,59070282,resi,sfd,2,sfd2,1.7,1.7,0.83,1.7,1.41,2,0.28,0.1
479000,5907022,59070282,resi,sfd,3,sfd3,2.3,2.3,0.83,2.3,1.91,2,0.38,0.1
480000,5907022,59070282,resi,sfd,2,sfd2,1.7,1.7,0.83,1.7,1.41,2,0.28,0.1
481000,5907022,59070282,resi,sfd,2,sfd2,1.7,1.7,0.83,1.7,1.41,2,0.28,0.1
484000,5907022,59070282,resi,sfd,3,sfd3,2.3,2.3,0.83,2.3,1.91,2,0.38,0.1
485000,5907022,59070282,resi,sfd,3,sfd3,2.3,2.3,0.83,2.3,1.91,2,0.38,0.1
486000,5907022,59070282,resi,sfd,3,sfd3,2.3,2.3,0.83,2.3,1.91,2,0.38,0.1
487000,5907022,59070282,resi,sfd,4,sfd4,2.8,2.8,0.83,2.8,2.32,2,0.46,0.1
490000,5907022,59070282,resi,sfd,2,sfd2,1.7,1.7,0.83,1.7,1.41,2,0.28,0.1
491000,5907022,59070282,resi,sfd,3,sfd3,2.3,2.3,0.83,2.3,1.91,2,0.38,0.1
492000,5907022,59070282,resi,sfd,3,sfd3,2.3,2.3,0.83,2.3,1.91,2,0.38,0.1
493000,5907022,59070282,resi,sfd,4,sfd4,2.8,2.8,0.83,2.8,2.32,2,0.46,0.1
495000,5907022,59070282,resi,sfd,1,sfd1,2.0,2.0,0.83,2.0,1.66,2,0.33,0.1
496000,5907022,59070283,resi,sfd,1,sfd1,2.0,2.0,0.91,2.0,1.82,3,0.55,0.1
497000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
498000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
499000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
500000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
502000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
503000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
505000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
506000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
507000,5907022,59070282,resi,sfd,4,sfd4,2.8,2.8,0.83,2.8,2.32,2,0.46,0.1
508000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
509000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
510000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
511000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
512000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
513000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
514000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
516000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
517000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
518000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
520000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
541000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
554000,5907022,59070283,resi,sfd,1,sfd1,2.0,2.0,0.91,2.0,1.82,3,0.55,0.1
582000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
584000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
585000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
522015,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
586000,5907022,59070282,resi,sfd,4,sfd4,2.8,2.8,0.83,2.8,2.32,2,0.46,0.1
587000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
588000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
589000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
590000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
591000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
592000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
593000,5907022,59070282,resi,sfd,4,sfd4,2.8,2.8,0.83,2.8,2.32,2,0.46,0.1
594000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
595000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
596000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,1.9,1.39,2,0.28,0.1
597000,5907005,59070285,resi,sfd,2,sfd2,1.9,1.9,0.88,1.9,1.67,2,0.33,0.1
598000,5907022,59070282,resi,mh,1,mh,1.77,1.77,0.83,1.8,1.47,2,0.29,0.1
254006,5907022,59070282,resi,sfd,1,sfd1,2.0,2.0,0.83,2.0,1.66,2,0.33,0.1
254007,5907022,59070282,resi,sfd,1,sfd1,2.0,2.0,0.83,2.0,1.66,2,0.33,0.1
254008,5907022,59070282,resi,sfd,1,sfd1,2.0,2.0,0.83,2.0,1.66,2,0.33,0.1
598002,5907022,59070282,resi,mh,1,mh,1.77,1.77,0.83,1.8,1.47,2,0.29,0.1
254009,5907022,59070282,resi,sfd,1,sfd1,2.0,2.0,0.83,2.0,1.66,2,0.33,0.1
598003,5907022,59070282,resi,mh,1,mh,1.77,1.77,0.83,1.8,1.47,2,0.29,0.1
612000,5907022,59070282,resi,sfd,1,sfd1,2.0,2.0,0.83,2.0,1.66,2,0.33,0.1
254010,5907022,59070282,resi,sfd,1,sfd1,2.0,2.0,0.83,2.0,1.66,2,0.33,0.1
613000,5907022,59070282,resi,sfd,1,sfd1,2.0,2.0,0.83,2.0,1.66,2,0.33,0.1
614000,5907028,59070160,resi,sfd,2,sfd2,1.8,1.8,0.91,1.8,1.64,2,0.33,0.1
615000,5907028,59070160,resi,sfd,4,sfd4,3.5,3.5,0.91,3.5,3.19,2,0.64,0.1
617000,5907022,59070282,resi,sfd,1,sfd1,2.0,2.0,0.83,2.0,1.66,2,0.33,0.1
620000,5907028,59070281,resi,mh,1,mh,1.7,1.7,0.92,1.7,1.56,3,0.47,0.1
622000,5907028,59070281,resi,sfd,1,sfd1,1.5,1.5,0.92,1.5,1.38,3,0.41,0.1
623000,5907028,59070281,resi,sfd,1,sfd1,1.5,1.5,0.92,1.5,1.38,3,0.41,0.1
620001,5907028,59070281,resi,mh,1,mh,1.7,1.7,0.92,1.7,1.56,3,0.47,0.1
624000,5907028,59070281,resi,sfd,1,sfd1,1.5,1.5,0.92,1.5,1.38,3,0.41,0.1
626000,5907028,59070281,resi,sfd,2,sfd2,1.8,1.8,0.92,1.8,1.66,3,0.5,0.1
627000,5907028,59070281,resi,sfd,1,sfd1,1.5,1.5,0.92,1.5,1.38,3,0.41,0.1
629000,5907028,59070281,resi,sfd,2,sfd2,1.8,1.8,0.92,1.8,1.66,3,0.5,0.1
633000,5907028,59070279,resi,sfd,1,sfd1,1.5,1.5,0.9,1.5,1.35,5,0.68,0.1
634000,5907028,59070279,resi,sfd,1,sfd1,1.5,1.5,0.9,1.5,1.35,5,0.68,0.1
637000,5907028,59070279,resi,sfd,1,sfd1,1.5,1.5,0.9,1.5,1.35,5,0.68,0.1
639000,5907028,59070279,resi,sfd,4,sfd4,3.5,3.5,0.9,3.5,3.15,5,1.58,0.1
640001,5907028,59070279,resi,sfd,2,sfd2,1.8,1.8,0.9,1.8,1.62,5,0.81,0.1
643000,5907028,59070279,resi,sfd,2,sfd2,1.8,1.8,0.9,1.8,1.62,5,0.81,0.1
646000,5907028,59070279,resi,sfd,1,sfd1,1.5,1.5,0.9,1.5,1.35,5,0.68,0.1
660000,5907005,59070286,resi,sfd,1,sfd1,1.5,1.5,0.6,1.5,0.9,3,0.27,0.1
679000,5907005,59070286,resi,sfd,4,sfd4,2.7,2.7,0.6,2.7,1.62,3,0.49,0.1
683000,5907028,59070279,resi,sfd,2,sfd2,1.8,1.8,0.9,1.8,1.62,5,0.81,0.1
687000,5907014,59070165,resi,sfd,3,sfd3,2.4,2.4,0.97,2.4,2.33,5,1.17,0.1
691000,5907028,59070279,resi,sfd,1,sfd1,1.5,1.5,0.9,1.5,1.35,5,0.68,0.1
692000,5907014,59070165,resi,sfd,2,sfd2,1.8,1.8,0.97,1.8,1.75,5,0.88,0.1
695000,5907014,59070165,resi,sfd,2,sfd2,1.8,1.8,0.97,1.8,1.75,5,0.88,0.1
752000,5907014,59070166,resi,mh,1,mh,1.8,1.8,0.94,1.8,1.69,4,0.68,0.1
761000,5907014,59070165,resi,mh,1,mh,1.8,1.8,0.97,1.8,1.75,5,0.88,0.1
254012,5907014,59070166,resi,mh,1,mh,1.8,1.8,0.94,1.8,1.69,4,0.68,0.1
777000,5907014,59070167,resi,sfd,1,sfd1,1.4,1.4,0.98,1.4,1.37,3,0.41,0.1
788000,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,1.5,1.43,1,0.14,0.1
793000,5907028,59070170,resi,sfd,2,sfd2,1.8,1.8,0.95,1.8,1.71,1,0.17,0.1
794000,5907028,59070170,resi,sfd,3,sfd3,2.0,2.0,0.95,2.0,1.9,1,0.19,0.1
795000,5907028,59070170,resi,sfd,3,sfd3,2.0,2.0,0.95,2.0,1.9,1,0.19,0.1
796000,5907028,59070170,resi,sfd,4,sfd4,3.5,3.5,0.95,3.5,3.33,1,0.33,0.1
798000,5907028,59070170,resi,sfd,3,sfd3,2.0,2.0,0.95,2.0,1.9,1,0.19,0.1
799000,5907028,59070170,resi,sfd,4,sfd4,3.5,3.5,0.95,3.5,3.33,1,0.33,0.1
804000,5907028,59070170,resi,sfd,5,sfd4,3.5,3.5,0.95,3.5,3.33,1,0.33,0.1
805000,5907028,59070170,resi,sfd,4,sfd4,3.5,3.5,0.95,3.5,3.33,1,0.33,0.1
806000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,1.5,1.44,1,0.14,0.1
810000,5907028,59070170,resi,sfd,2,sfd2,1.8,1.8,0.95,1.8,1.71,1,0.17,0.1
811000,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,1.5,1.43,1,0.14,0.1
828000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,1.7,1.58,2,0.32,0.1
830000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,1.7,1.58,2,0.32,0.1
833000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,1.7,1.58,2,0.32,0.1
834000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,1.7,1.58,2,0.32,0.1
835000,5907028,59070277,resi,mf,4,mf,0.7,2.8,0.93,2.8,2.6,2,0.52,0.1
836000,5907028,59070277,resi,mf,4,mf,0.7,2.8,0.93,2.8,2.6,2,0.52,0.1
837000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,1.7,1.55,2,0.31,0.1
838000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,2.4,2.18,2,0.44,0.1
839000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,1.7,1.55,2,0.31,0.1
840000,5907047,59070172,resi,sfd,1,sfd1,1.0,1.0,0.91,1.0,0.91,2,0.18,0.1
841000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,1.7,1.55,2,0.31,0.1
842000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,1.7,1.55,2,0.31,0.1
843000,5907047,59070172,resi,sfd,4,sfd4,2.8,2.8,0.91,2.8,2.55,2,0.51,0.1
845000,5907047,59070172,resi,sfd,5,sfd4,2.8,2.8,0.91,2.8,2.55,2,0.51,0.1
846000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,2.4,2.18,2,0.44,0.1
849000,5907047,59070172,resi,sfd,1,sfd1,1.0,1.0,0.91,1.0,0.91,2,0.18,0.1
875000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,2.4,2.18,2,0.44,0.1
877000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,1.7,1.58,2,0.32,0.1
886000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,2.4,2.18,2,0.44,0.1
889000,5907047,59070172,resi,sfd,5,sfd4,2.8,2.8,0.91,2.8,2.55,2,0.51,0.1
991000,5907047,59070176,resi,sfd,1,sfd1,1.0,1.0,0.73,1.0,0.73,2,0.15,0.1
995000,5907047,59070176,resi,mf,28,mf,0.841304348,23.55652174,0.73,23.6,17.2,2,3.44,0.1
999000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,2.8,2.1,0,0.0,0.1
1002000,5907047,59070176,resi,mh,1,mh,1.6,1.6,0.73,1.6,1.17,2,0.23,0.1
1003000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,2.4,1.8,0,0.0,0.1
1004000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,2.4,1.8,0,0.0,0.1
1005000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,2.8,2.1,0,0.0,0.1
1008000,5907047,59070175,resi,sfd,2,sfd2,1.7,1.7,0.75,1.7,1.28,0,0.0,0.1
1011000,5907047,59070176,resi,mf,5,mf,0.841304348,4.206521739,0.73,4.2,3.07,2,0.61,0.1
1015000,5907047,59070176,resi,mf,7,mf,0.841304348,5.889130435,0.73,5.9,4.3,2,0.86,0.1
1018000,5907047,59070176,resi,sfd,2,sfd2,1.7,1.7,0.73,1.7,1.24,2,0.25,0.1
1019000,5907047,59070176,resi,sfd,2,sfd2,1.7,1.7,0.73,1.7,1.24,2,0.25,0.1
1020000,5907047,59070176,resi,mf,28,mf,0.841304348,23.55652174,0.73,23.6,17.2,2,3.44,0.1
1024000,5907047,59070175,resi,sfd,2,sfd2,1.7,1.7,0.75,1.7,1.28,0,0.0,0.1
1025000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,2.4,1.8,0,0.0,0.1
1026000,5907047,59070175,resi,sfd,2,sfd2,1.7,1.7,0.75,1.7,1.28,0,0.0,0.1
254026,5907047,59070175,resi,sfd,1,sfd1,1.0,1.0,0.75,1.0,0.75,0,0.0,0.1
1027000,5907047,59070175,resi,sfd,2,sfd2,1.7,1.7,0.75,1.7,1.28,0,0.0,0.1
1028000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,2.4,1.8,0,0.0,0.1
1030000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,2.8,2.1,0,0.0,0.1
1029001,5907047,59070175,resi,sfd,2,sfd2,1.7,1.7,0.75,1.7,1.28,0,0.0,0.1
1031001,5907047,59070175,resi,sfd,5,sfd4,2.8,2.8,0.75,2.8,2.1,0,0.0,0.1
1033000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,2.8,2.1,0,0.0,0.1
1034000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,2.8,2.1,0,0.0,0.1
1036000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,2.4,1.8,0,0.0,0.1
1038000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,2.4,1.8,0,0.0,0.1
1039000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,2.4,1.8,0,0.0,0.1
1040000,5907047,59070175,resi,sfd,5,sfd4,2.8,2.8,0.75,2.8,2.1,0,0.0,0.1
1041000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,2.8,2.1,0,0.0,0.1
1043000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,2.8,2.1,0,0.0,0.1
1035001,5907047,59070175,resi,sfd,1,sfd1,1.0,1.0,0.75,1.0,0.75,0,0.0,0.1
1044000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,2.4,1.8,0,0.0,0.1
1045000,5907047,59070175,resi,sfd,2,sfd2,1.7,1.7,0.75,1.7,1.28,0,0.0,0.1
1046000,5907047,59070274,resi,sfd,2,sfd2,1.7,1.7,0.84,1.7,1.43,1,0.14,0.1
1047000,5907047,59070274,resi,sfd,4,sfd4,2.8,2.8,0.84,2.8,2.35,1,0.24,0.1
1048000,5907047,59070274,resi,sfd,2,sfd2,1.7,1.7,0.84,1.7,1.43,1,0.14,0.1
1049000,5907047,59070274,resi,sfd,4,sfd4,2.8,2.8,0.84,2.8,2.35,1,0.24,0.1
1050000,5907047,59070274,resi,sfd,2,sfd2,1.7,1.7,0.84,1.7,1.43,1,0.14,0.1
1051000,5907047,59070274,resi,sfd,4,sfd4,2.8,2.8,0.84,2.8,2.35,1,0.24,0.1
1053000,5907047,59070274,resi,sfd,4,sfd4,2.8,2.8,0.84,2.8,2.35,1,0.24,0.1
1057000,5907047,59070274,resi,sfd,1,sfd1,1.0,1.0,0.84,1.0,0.84,1,0.08,0.1
1061000,5907047,59070274,resi,sfd,6,sfd4,2.8,2.8,0.84,2.8,2.35,1,0.24,0.1
1062000,5907047,59070274,resi,sfd,3,sfd3,2.4,2.4,0.84,2.4,2.02,1,0.2,0.1
1064000,5907047,59070274,resi,sfd,3,sfd3,2.4,2.4,0.84,2.4,2.02,1,0.2,0.1
1065000,5907047,59070274,resi,sfd,2,sfd2,1.7,1.7,0.84,1.7,1.43,1,0.14,0.1
254027,5907047,59070274,resi,sfd,1,sfd1,1.0,1.0,0.84,1.0,0.84,1,0.08,0.1
1066000,5907047,59070274,resi,sfd,3,sfd3,2.4,2.4,0.84,2.4,2.02,1,0.2,0.1
1067000,5907047,59070274,resi,sfd,4,sfd4,2.8,2.8,0.84,2.8,2.35,1,0.24,0.1
1069000,5907047,59070274,resi,sfd,5,sfd4,2.8,2.8,0.84,2.8,2.35,1,0.24,0.1
1072000,5907047,59070172,resi,sfd,1,sfd1,1.0,1.0,0.91,1.0,0.91,2,0.18,0.1
1074000,5907047,59070274,resi,sfd,2,sfd2,1.7,1.7,0.84,1.7,1.43,1,0.14,0.1
1076000,5907047,59070274,resi,sfd,5,sfd4,2.8,2.8,0.84,2.8,2.35,1,0.24,0.1
1084000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,2.8,2.1,0,0.0,0.1
1085000,5907047,59070175,resi,sfd,6,sfd4,2.8,2.8,0.75,2.8,2.1,0,0.0,0.1
1087000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,2.4,1.8,0,0.0,0.1
1091000,5907047,59070274,resi,sfd,5,sfd4,2.8,2.8,0.84,2.8,2.35,1,0.24,0.1
1092000,5907047,59070274,resi,sfd,5,sfd4,2.8,2.8,0.84,2.8,2.35,1,0.24,0.1
1097000,5907047,59070175,resi,sfd,2,sfd2,1.7,1.7,0.75,1.7,1.28,0,0.0,0.1
1098000,5907047,59070274,resi,sfd,2,sfd2,1.7,1.7,0.84,1.7,1.43,1,0.14,0.1
1100000,5907047,59070274,resi,sfd,3,sfd3,2.4,2.4,0.84,2.4,2.02,1,0.2,0.1
1106000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,2.4,1.8,0,0.0,0.1
1107000,5907047,59070274,resi,sfd,1,sfd1,1.0,1.0,0.84,1.0,0.84,1,0.08,0.1
1109000,5907047,59070274,resi,sfd,3,sfd3,2.4,2.4,0.84,2.4,2.02,1,0.2,0.1
1110000,5907047,59070274,resi,sfd,3,sfd3,2.4,2.4,0.84,2.4,2.02,1,0.2,0.1
1112000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,2.4,1.8,0,0.0,0.1
1114000,5907047,59070274,resi,sfd,6,sfd4,2.8,2.8,0.84,2.8,2.35,1,0.24,0.1
1115000,5907047,59070274,resi,sfd,1,sfd1,1.0,1.0,0.84,1.0,0.84,1,0.08,0.1
1116000,5907047,59070176,resi,sfd,4,sfd4,2.8,2.8,0.73,2.8,2.04,2,0.41,0.1
1117000,5907047,59070176,resi,sfd,2,sfd2,1.7,1.7,0.73,1.7,1.24,2,0.25,0.1
1119000,5907047,59070176,resi,sfd,3,sfd3,2.4,2.4,0.73,2.4,1.75,2,0.35,0.1
1122000,5907047,59070274,resi,sfd,4,sfd4,2.8,2.8,0.84,2.8,2.35,1,0.24,0.1
1130000,5907047,59070176,resi,sfd,3,sfd3,2.4,2.4,0.73,2.4,1.75,2,0.35,0.1
1132000,5907047,59070274,resi,sfd,2,sfd2,1.7,1.7,0.84,1.7,1.43,1,0.14,0.1
1136000,5907047,59070176,resi,sfd,1,sfd1,1.0,1.0,0.73,1.0,0.73,2,0.15,0.1
1137000,5907047,59070176,resi,sfd,3,sfd3,2.4,2.4,0.73,2.4,1.75,2,0.35,0.1
1143000,5907047,59070176,resi,sfd,1,sfd1,1.0,1.0,0.73,1.0,0.73,2,0.15,0.1
1144000,5907047,59070176,resi,sfd,1,sfd1,1.0,1.0,0.73,1.0,0.73,2,0.15,0.1
1151000,5907047,59070178,resi,sfd,4,sfd4,2.8,2.8,0.91,2.8,2.55,3,0.77,0.1
1152000,5907047,59070176,resi,sfd,1,sfd1,1.0,1.0,0.73,1.0,0.73,2,0.15,0.1
254032,5907047,59070176,resi,sfd,1,sfd1,1.0,1.0,0.73,1.0,0.73,2,0.15,0.1
1153000,5907047,59070176,resi,sfd,3,sfd3,2.4,2.4,0.73,2.4,1.75,2,0.35,0.1
1154000,5907047,59070176,resi,sfd,3,sfd3,2.4,2.4,0.73,2.4,1.75,2,0.35,0.1
1155000,5907047,59070176,resi,sfd,3,sfd3,2.4,2.4,0.73,2.4,1.75,2,0.35,0.1
1156000,5907047,59070176,resi,sfd,2,sfd2,1.7,1.7,0.73,1.7,1.24,2,0.25,0.1
1157000,5907047,59070176,resi,sfd,1,sfd1,1.0,1.0,0.73,1.0,0.73,2,0.15,0.1
1158000,5907047,59070178,resi,sfd,1,sfd1,1.0,1.0,0.91,1.0,0.91,3,0.27,0.1
1159000,5907047,59070274,resi,sfd,2,sfd2,1.7,1.7,0.84,1.7,1.43,1,0.14,0.1
