bid,CSDUID,DAUID,use1_gf,use2_gf,Bdrm_up,pop_ref,ref_val,pop_est,occu_rate,rawpop,cap_pop,SVIt_score,f0_scale,f0_elv
25017001,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,1.6,1.01,3,0.3,0.1
5278001,5935020,59350355,resi,sfd,4,sfd4,2.8,2.8,0.63,2.8,1.76,3,0.53,0.1
25018000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
25019000,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,2.2,1.39,3,0.42,0.1
25018001,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
25020000,5935020,59350355,resi,sfd,4,sfd4,2.8,2.8,0.63,2.8,1.76,3,0.53,0.1
25018002,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
25021000,5935020,59350355,resi,sfd,4,sfd4,2.8,2.8,0.63,2.8,1.76,3,0.53,0.1
25018003,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
5279001,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,1.6,1.01,3,0.3,0.1
25018004,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
25022000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
25024000,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,1.6,1.01,3,0.3,0.1
25018005,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
25025000,5935020,59350355,resi,sfd,5,sfd4,2.8,2.8,0.63,2.8,1.76,3,0.53,0.1
25026000,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,2.2,1.39,3,0.42,0.1
25027000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
25028000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25030000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
25031000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
5282002,5935801,59350271,resi,sfd,1,sfd1,1.7,1.7,0.41,1.7,0.7,3,0.21,0.1
25031001,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25033000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
25037000,5935801,59350271,resi,sfd,2,sfd2,1.7,1.7,0.41,1.7,0.7,3,0.21,0.1
25039000,5935010,59350077,resi,sfd,4,sfd4,3.3,3.3,0.77,3.3,2.54,2,0.51,0.1
25040000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
25041000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
5270001,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,1.6,1.01,3,0.3,0.1
25042000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
25044000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25045000,5935801,59350271,resi,sfd,4,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25044001,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25046000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25044002,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25047000,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,2.2,1.39,3,0.42,0.1
25049000,5935801,59350271,resi,sfd,2,sfd2,1.7,1.7,0.41,1.7,0.7,3,0.21,0.1
25047001,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,2.2,1.39,3,0.42,0.1
25050000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
25051000,5935801,59350271,resi,sfd,3,sfd3,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25052000,5935020,59350355,resi,sfd,4,sfd4,2.8,2.8,0.63,2.8,1.76,3,0.53,0.1
25053000,5935801,59350271,resi,sfd,3,sfd3,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25054000,5935020,59350355,resi,sfd,4,sfd4,2.8,2.8,0.63,2.8,1.76,3,0.53,0.1
25055000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
25056000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25057000,5935801,59350271,resi,sfd,3,sfd3,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25055001,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
25058000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
25059000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
25061000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
25063000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25064000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25065000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25066000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25067000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25068000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25069000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25071000,5935801,59350271,resi,sfd,4,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25070001,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,2.2,1.39,3,0.42,0.1
25072000,5935801,59350271,resi,sfd,1,sfd1,1.7,1.7,0.41,1.7,0.7,3,0.21,0.1
25073000,5935801,59350271,resi,sfd,4,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25074000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25075000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25076000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
25077000,5935801,59350271,resi,sfd,3,sfd3,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
5301006,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25078000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25079000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
25080000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25081000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25082000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25083000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5301007,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
5301008,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25080001,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25085000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5301009,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25080002,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25080003,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
5301010,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25087000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5321001,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25089000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25090000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5321002,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25092000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25094000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25080004,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25096000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5301011,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25097000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25099000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25080005,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25100000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25103000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
25105000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25108000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25109000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25110000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25111000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25112000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25113000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25115000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25116000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5321003,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25120000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25124000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25125000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25126000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25128000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25130000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25131000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25132000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25135000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25136000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25137000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25139000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25142000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25143000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25144000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25147000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25148000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25149000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5332001,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25154000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5332002,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25163000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25165000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25166000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25167000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25168000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25169000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25174000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25177000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5332003,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
5332004,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25182000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5332005,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
5332006,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25183000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5332007,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25185000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5332008,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
5332009,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25190000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5321005,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
5321006,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25193000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25194000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25196000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25198000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25200000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5321007,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25201000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25203000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25204000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25205000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25206000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25208000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5332010,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25211000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25212000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25213000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25214000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5332011,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25215000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25217000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5332012,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25227000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25228000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25229000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25230000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25231000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25232000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5332013,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25235000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
25235001,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
5332014,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
5332015,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
5332016,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25244000,5935016,59350267,resi,sfd,3,sfd3,2.4,2.4,0.83,2.4,1.99,2,0.4,0.1
25276000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5331004,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
5331005,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
5332023,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
5331006,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25235002,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
5331007,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25235003,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
25313000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25314000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5332029,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25316000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5332030,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
5332031,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
5332032,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
5332033,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
5332034,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
5332035,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25323000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25324000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
5332036,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
5332037,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
5332038,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25332000,5935016,59350267,resi,sfd,2,sfd2,2.0,2.0,0.83,2.0,1.66,1,0.17,0.1
5335002,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
5336001,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,2.2,1.39,3,0.42,0.1
25337000,5935016,59350267,resi,sfd,4,sfd4,3.1,3.1,0.83,3.1,2.57,1,0.26,0.1
25340000,5935016,59350267,resi,sfd,3,sfd3,2.4,2.4,0.83,2.4,1.99,1,0.2,0.1
25344000,5935016,59350267,resi,sfd,3,sfd3,2.4,2.4,0.83,2.4,1.99,1,0.2,0.1
5337001,5935016,59350267,resi,sfd,5,sfd4,3.1,3.1,0.83,3.1,2.57,1,0.26,0.1
25346000,5935016,59350267,resi,sfd,4,sfd4,3.1,3.1,0.83,3.1,2.57,1,0.26,0.1
25348000,5935016,59350267,resi,sfd,6,sfd4,3.1,3.1,0.83,3.1,2.57,1,0.26,0.1
5346001,5935020,59350355,resi,mf,33,mf,1.2,39.6,0.63,39.6,24.95,3,7.49,0.1
5347002,5935020,59350355,resi,mf,10,mf,1.2,12.0,0.63,12.0,7.56,3,2.27,0.1
5346002,5935020,59350355,resi,mf,33,mf,1.2,39.6,0.63,39.6,24.95,3,7.49,0.1
25362000,5935016,59350267,resi,sfd,2,sfd2,2.0,2.0,0.83,2.0,1.66,1,0.17,0.1
25362001,5935016,59350267,resi,sfd,2,sfd2,2.0,2.0,0.83,2.0,1.66,1,0.17,0.1
25366001,5935016,59350267,resi,sfd,3,sfd3,2.4,2.4,0.83,2.4,1.99,1,0.2,0.1
25333167,5935801,59350270,resi,mh,1,mh,2.1,2.1,0.91,2.1,1.91,2,0.38,0.1
25333168,5935801,59350270,resi,mh,1,mh,2.1,2.1,0.91,2.1,1.91,2,0.38,0.1
25333169,5935801,59350270,resi,mh,1,mh,2.1,2.1,0.91,2.1,1.91,2,0.38,0.1
25333170,5935801,59350270,resi,mh,1,mh,2.1,2.1,0.91,2.1,1.91,2,0.38,0.1
25333176,5935801,59350270,resi,mh,1,mh,2.1,2.1,0.91,2.1,1.91,2,0.38,0.1
25333177,5935801,59350270,resi,mh,1,mh,2.1,2.1,0.91,2.1,1.91,2,0.38,0.1
25333178,5935801,59350270,resi,mh,1,mh,2.1,2.1,0.91,2.1,1.91,2,0.38,0.1
25333179,5935801,59350270,resi,mh,1,mh,2.1,2.1,0.91,2.1,1.91,2,0.38,0.1
25333182,5935801,59350270,resi,mh,1,mh,2.1,2.1,0.91,2.1,1.91,2,0.38,0.1
25333192,5935801,59350270,resi,mh,1,mh,2.1,2.1,0.91,2.1,1.91,2,0.38,0.1
25333196,5935801,59350270,resi,mh,1,mh,2.1,2.1,0.91,2.1,1.91,2,0.38,0.1
25333197,5935801,59350270,resi,mh,1,mh,2.1,2.1,0.91,2.1,1.91,2,0.38,0.1
25333222,5935801,59350270,resi,mh,1,mh,2.1,2.1,0.91,2.1,1.91,2,0.38,0.1
25333229,5935801,59350270,resi,mh,1,mh,2.1,2.1,0.91,2.1,1.91,2,0.38,0.1
25333230,5935801,59350270,resi,mh,1,mh,2.1,2.1,0.91,2.1,1.91,2,0.38,0.1
25333238,5935801,59350270,resi,mh,1,mh,2.1,2.1,0.91,2.1,1.91,2,0.38,0.1
25333240,5935801,59350270,resi,mh,1,mh,2.1,2.1,0.91,2.1,1.91,2,0.38,0.1
25368000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
25369000,5935801,59350271,resi,sfd,3,sfd3,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25371000,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,2.2,1.39,3,0.42,0.1
25372000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,2.1,0.86,3,0.26,0.1
25374000,5935801,59350271,resi,sfd,4,sfd4,2.0,2.0,0.41,2.0,0.82,3,0.25,0.1
25377000,5935010,59350208,resi,sfd,4,sfd4,3.3,3.3,0.95,3.3,3.14,1,0.31,0.1
25379000,5935010,59350208,resi,sfd,6,sfd4,3.3,3.3,0.95,3.3,3.14,1,0.31,0.1
25380000,5935010,59350208,resi,sfd,3,sfd3,2.4,2.4,0.95,2.4,2.28,1,0.23,0.1
25382000,5935020,59350355,resi,mf,48,mf,1.2,57.6,0.63,57.6,36.29,3,10.89,0.1
25389000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25397000,5935016,59350267,resi,sfd,2,sfd2,2.0,2.0,0.83,2.0,1.66,1,0.17,0.1
25413000,5935016,59350267,resi,sfd,1,sfd1,1.375,1.375,0.83,1.4,1.14,1,0.11,0.1
5347003,5935020,59350355,resi,mf,4,mf,1.2,4.8,0.63,4.8,3.02,3,0.91,0.1
5409001,5935016,59350266,resi,sfd,2,sfd2,2.0,2.0,0.89,2.0,1.78,2,0.36,0.1
5410001,5935016,59350266,resi,sfd,2,sfd2,2.0,2.0,0.89,2.0,1.78,2,0.36,0.1
5410002,5935016,59350266,resi,sfd,2,sfd2,2.0,2.0,0.89,2.0,1.78,2,0.36,0.1
25466000,5935016,59350266,resi,sfd,2,sfd2,2.0,2.0,0.89,2.0,1.78,2,0.36,0.1
25467000,5935016,59350266,resi,sfd,3,sfd3,2.4,2.4,0.89,2.4,2.14,2,0.43,0.1
