xid,f0_scale,f0_elv,SOURCE,OPERATINGVOLTAGE,SUBTYPECD,layer,prev_bdroms_sum,bdrms_sum
799,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,53.0,33.0
800,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,46.0,36.0
801,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,37.0,37.0
802,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,53.0,42.0
803,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,43.0,18.0
804,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,55.0,43.0
806,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,40.0,27.5
807,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,44.0,40.0
809,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,45.0,35.0
810,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,70.0,52.0
811,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,30.0,20.0
812,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,23.0,20.0
813,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,13.0,5.0
814,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,19.0,15.0
816,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,2.0,11.0
817,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,25.0,20.0
818,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,13.0,7.5
819,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,22.0,15.0
820,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,15.0,7.5
821,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,29.0,25.0
822,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,95.0,77.0
823,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,53.0,49.0
824,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,31.0,30.0
825,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,17.0,12.5
826,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,5.0
827,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,65.0,39.2
828,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,27.0,22.5
829,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,72.0,119.5
830,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,41.0,25.0
831,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,25.0,16.099999999999998
832,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,28.0,15.0
833,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,29.0,129.0
834,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,102.0,48.2
835,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,40.0,36.8
836,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,32.0,21.0
837,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,41.0,41.0
838,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,30.0,27.0
839,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,117.0,51.0
840,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,157.0,21.0
841,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,24.0,16.0
842,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,25.0,15.0
843,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,57.0,31.7
844,1,0.1,FortisBC,10.0,3.0,UNDERGROUND_TRANSFORMERS,11.0,8.0
845,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,20.0,18.0
846,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,25.0,17.0
847,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,17.0,17.0
849,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,33.0,29.7
850,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,82.0,62.5
851,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,41.0,25.0
852,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,28.0,22.0
853,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,41.0,16.0
854,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,129.0,87.9
855,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,58.0,38.099999999999994
856,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,27.0,20.0
857,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,35.0,18.0
858,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,22.0,17.0
859,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,11.0,6.0
860,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,21.0,16.0
861,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,20.0,20.0
862,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,18.0,18.0
863,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,117.0,81.9
864,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,27.0,15.0
865,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,24.0,14.0
866,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,28.0
867,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,35.0,27.0
868,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,3.0,436.0
869,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,16.0,6.0
870,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,21.0,16.0
871,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,28.0,19.0
872,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,22.0,20.0
873,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,47.0,30.0
874,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,8.0,28.0
875,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,26.0,25.0
876,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,30.0,22.0
877,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,16.0,83.0
878,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,35.0,28.0
879,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,47.0,21.0
880,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,44.0,39.0
881,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,43.0,33.0
882,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,53.0,21.0
883,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,31.0,47.5
884,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,23.0,54.0
885,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,30.0,20.0
886,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,59.0,36.0
887,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,37.0,35.0
888,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,41.0,50.0
889,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,49.0,52.0
890,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,28.0,42.0
891,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,48.0,33.0
893,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,32.0,35.0
894,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,45.0,38.4
896,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,62.0,47.5
897,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,36.0,39.0
901,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,54.0,48.0
902,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,35.0,31.0
908,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,29.0,23.900000000000002
909,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,11.0,12.0
910,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,87.0,65.0
914,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,135.0,6.0
918,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,74.0,14.5
922,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,99.0,84.0
923,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,135.0,6.0
924,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,143.0,18.0
925,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,119.0,12.0
926,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,119.0,12.0
928,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,22.0,17.0
929,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,71.0,23.0
931,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,119.0,100.0
936,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,172.0,18.0
937,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,14.0,9.0
939,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,138.0,95.0
944,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,53.0,51.0
948,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,146.0,146.0
959,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,92.0,39.0
960,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,79.0,62.0
962,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,40.0,26.0
963,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,126.0,12.0
970,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,135.0,9.0
973,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,17.0
975,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,94.0,86.0
977,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,73.0,61.0
981,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,48.0,34.3
982,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,32.0,8.6
983,1,0.1,FortisBC,230.0,30.0,UNDERGROUND_TRANSFORMERS,46.0,30.0
986,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,34.0,32.0
997,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,37.0,18.0
999,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,25.0,12.0
1003,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,66.0,18.0
1005,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,25.0,12.0
1006,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,50.0,36.0
1007,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,59.0,47.0
1010,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,18.0,7.8
1011,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,55.0,46.8
1012,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,25.0,18.0
1013,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,18.0,12.0
1014,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,39.0,14.399999999999999
1016,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,40.0,30.0
1020,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,207.0,121.7
1021,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,51.0,36.0
1022,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,50.0,22.8
1023,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,70.0,70.0
1024,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,45.0,24.0
1025,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,16.0,15.8
1027,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,145.0,110.3
1029,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,285.0,107.0
1033,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,237.0,172.0
1036,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,175.0,175.3
1042,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,16.0,30.0
1044,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,175.0,175.3
1045,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,147.0
1049,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,125.0
1061,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,122.0,162.8
1072,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,175.0,175.3
1088,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,16.0,8.0
1091,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,207.0,29.0
1099,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,45.0,43.0
1101,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,39.0,16.0
1103,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,9.0,9.0
1113,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,74.0,55.0
1114,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,9.0,2.0
1116,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,41.0,37.0
1119,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,64.0,30.5
1120,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,11.0,232.0
1123,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,41.0,24.5
1127,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,39.0,19.0
1128,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,122.0,96.0
1137,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,61.0,36.0
1139,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,3.0
1140,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,181.0,175.0
1144,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,177.0,139.0
1145,1,0.1,FortisBC,230.0,30.0,UNDERGROUND_TRANSFORMERS,15.0,10.0
1146,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,35.0,26.0
1157,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,37.0,36.0
1162,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,127.0,54.0
1163,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,113.0,14.0
1164,1,0.1,FortisBC,230.0,3.0,UNDERGROUND_TRANSFORMERS,157.0,6.0
1168,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,138.0,127.29999999999998
1174,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,73.0,13.0
1175,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,81.0,76.5
1176,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,106.0,27.0
1178,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,7.0,7.0
1181,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,135.0,6.0
1182,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,17.0,32.0
1183,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,61.0,24.0
1184,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,56.0,33.0
1187,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,66.0,60.0
1189,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,49.0,38.0
1191,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,33.0,18.0
1192,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,3.0,3.0
1196,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,50.0,35.5
1200,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,55.0,37.0
1206,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,22.0,12.0
1207,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,22.0,7.0
1211,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,32.0,28.0
1225,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,20.0,10.0
1227,1,0.1,FortisBC,10.0,3.0,UNDERGROUND_TRANSFORMERS,28.0,18.0
1228,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,65.0,53.0
1244,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,37.0,27.0
1245,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,45.0,36.0
1246,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,87.0,56.0
1261,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,166.0,137.5
1282,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,31.0,28.0
1283,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,43.0,32.0
1289,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,77.0,64.5
1317,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,53.0,38.0
1320,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,101.0,83.5
1321,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,40.0,30.0
1330,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,55.0,40.0
1331,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,46.0,37.5
1340,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,198.0,183.0
1342,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,33.0,28.0
1356,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,16.0,12.0
1359,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,8.0,8.0
1372,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,24.0,13.0
1385,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,75.0,50.5
1386,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,50.0,38.0
1392,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,25.0,19.0
1393,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,98.0,89.0
1409,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,44.0,40.0
1415,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,19.0,13.0
1418,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,63.0,46.0
1420,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,42.0,28.0
1422,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,19.0,15.0
1424,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,39.0,22.900000000000002
1437,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,15.0,8.0
1449,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,47.0,34.5
1469,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,45.0,30.0
1472,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,32.0,15.5
1484,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,31.0,27.0
1485,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,58.0,48.0
1512,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,30.0,25.5
1528,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,64.0,52.0
1529,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,77.0,69.0
1534,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,162.0,108.0
1535,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,173.0,20.0
1551,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,76.0,74.0
1556,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,0.0,3.0
1564,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,258.0,108.5
1565,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,36.0,28.0
1566,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,169.0,118.19999999999999
1567,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,181.0,57.0
1571,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,130.0,6.0
1575,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,299.0,124.0
1592,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,34.0,23.0
1597,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,56.0,42.8
1598,1,0.1,FortisBC,230.0,35.0,UNDERGROUND_TRANSFORMERS,194.0,3.0
1601,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,74.0,67.0
1602,1,0.1,FortisBC,230.0,35.0,UNDERGROUND_TRANSFORMERS,325.0,238.29999999999998
1612,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,231.0,164.0
1613,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,209.0,154.4
1614,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,63.0,40.3
1615,1,0.1,FortisBC,230.0,35.0,UNDERGROUND_TRANSFORMERS,78.0,43.5
1625,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,55.0,38.0
1626,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,124.0,98.0
1631,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,38.0,22.0
1640,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,111.0,38.0
1642,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,130.0,128.0
1643,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,67.0,61.0
1644,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,128.0,53.6
1646,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,5.0,16.0
1647,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,145.0,28.0
1653,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,64.0,38.0
1654,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,148.0,136.0
1661,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,102.0,18.0
1664,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,93.0,18.0
1669,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,277.0,116.0
1679,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,168.0,6.0
1684,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,211.0,128.0
1685,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,378.0,66.0
1692,1,0.1,FortisBC,230.0,30.0,UNDERGROUND_TRANSFORMERS,117.0,89.0
1695,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,110.0,98.0
1700,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,128.0,110.0
1714,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,267.0,266.5
1715,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,401.0,262.5
1716,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,180.0,54.0
1718,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,81.0,10.0
1723,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,24.0,34.0
1724,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,138.0,138.0
1726,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,57.0,57.0
1728,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,5.0,4.0
1729,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,12.0,3.0
1736,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,13.0,9.0
