bid,CSDUID,DAUID,use1_gf,use2_gf,Bdrm_up,pop_ref,ref_val,pop_est,occu_rate,f0_elv,f0_scale
24904000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24905000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,0.1,2.61
24906000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24908000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24910000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24909001,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24911000,5935010,59350022,resi,sfd,5,sfd4,3.3,3.3,0.79,0.1,2.61
5236001,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24887001,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24912000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,0.1,2.61
24913000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24914000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24916000,5935010,59350022,resi,sfd,5,sfd4,3.3,3.3,0.79,0.1,2.61
24918000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,0.1,2.61
24919000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24920000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
5237001,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24921000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,0.1,2.61
24922000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,0.1,2.61
24923000,5935010,59350022,resi,sfd,6,sfd4,3.3,3.3,0.79,0.1,2.61
24924000,5935010,59350022,resi,sfd,5,sfd4,3.3,3.3,0.79,0.1,2.61
24925000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,0.1,2.61
24926000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24928000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,0.1,2.61
24930000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
24930001,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
24931000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24932001,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
5240001,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,0.1,2.61
24933000,5935010,59350022,resi,sfd,5,sfd4,3.3,3.3,0.79,0.1,2.61
24934000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24935000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,0.1,2.61
24936000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24937000,5935010,59350022,resi,sfd,6,sfd4,3.3,3.3,0.79,0.1,2.61
24938000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
24939000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24940000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24941000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24942000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24943000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24944000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
24945000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24945001,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24947000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24947001,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24948000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24949000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,0.1,2.61
24950000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
24951000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,0.1,2.61
24952000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24953000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24953001,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24954001,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,0.1,2.61
24955000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24957000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24958000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24961000,5935010,59350351,resi,sfd,4,sfd4,3.3,3.3,0.97,0.1,3.2
24962000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24963000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24965001,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24963001,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24966000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
24966001,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
24966002,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
24967000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
24968000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
5246001,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24969000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24970000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,0.1,2.61
24972000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24973000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24974000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24973001,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24973002,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24975000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24976000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
24974001,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24974002,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
24977000,5935010,59350022,resi,sfd,5,sfd4,3.3,3.3,0.79,0.1,2.61
24978000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24978001,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24979000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
24980000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
24981000,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,0.1,1.39
24982000,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,0.1,1.01
24982002,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,0.1,1.01
24983000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
24984000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24986000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24987000,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,0.1,1.39
24988000,5935020,59350355,resi,sfd,5,sfd4,2.8,2.8,0.63,0.1,1.76
5247001,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
5247002,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
24976001,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
24976002,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
24989000,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,0.1,1.01
24990000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
5248001,5935020,59350355,resi,mh,1,mh,1.77,1.77,0.63,0.1,1.12
24991000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24993000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,0.1,2.61
5258001,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
24994000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24995000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
24996000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
5258002,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
5258003,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
5258004,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
5258005,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
24997000,5935010,59350022,resi,sfd,6,sfd4,3.3,3.3,0.79,0.1,2.61
5253001,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,0.1,1.39
24998001,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25002000,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,0.1,1.01
25004000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
25005000,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,0.1,1.01
25006000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25007000,5935020,59350355,resi,sfd,4,sfd4,2.8,2.8,0.63,0.1,1.76
5267001,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,0.1,1.39
25008000,5935020,59350355,resi,sfd,5,sfd4,2.8,2.8,0.63,0.1,1.76
25009001,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,0.1,1.01
25010000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25011000,5935020,59350355,resi,sfd,5,sfd4,2.8,2.8,0.63,0.1,1.76
25006001,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25012000,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,0.1,1.39
25006002,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25013000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25014000,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,0.1,1.01
25015000,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,0.1,1.39
25017000,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,0.1,1.01
25017001,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,0.1,1.01
5278001,5935020,59350355,resi,sfd,4,sfd4,2.8,2.8,0.63,0.1,1.76
25018000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
25019000,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,0.1,1.39
25018001,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
25020000,5935020,59350355,resi,sfd,4,sfd4,2.8,2.8,0.63,0.1,1.76
25018002,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
25021000,5935020,59350355,resi,sfd,4,sfd4,2.8,2.8,0.63,0.1,1.76
25018003,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
5279001,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,0.1,1.01
25018004,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
25022000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
25024000,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,0.1,1.01
25018005,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
25025000,5935020,59350355,resi,sfd,5,sfd4,2.8,2.8,0.63,0.1,1.76
25026000,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,0.1,1.39
25027000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
25028000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25030000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
25031000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
5282002,5935801,59350271,resi,sfd,1,sfd1,1.7,1.7,0.41,0.1,0.7
25031001,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25033000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
25037000,5935801,59350271,resi,sfd,2,sfd2,1.7,1.7,0.41,0.1,0.7
25039000,5935010,59350077,resi,sfd,4,sfd4,3.3,3.3,0.77,0.1,2.54
25040000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
25041000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
5270001,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,0.1,1.01
25042000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
25044000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25045000,5935801,59350271,resi,sfd,4,sfd4,2.0,2.0,0.41,0.1,0.82
25044001,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25046000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25044002,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25047000,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,0.1,1.39
25049000,5935801,59350271,resi,sfd,2,sfd2,1.7,1.7,0.41,0.1,0.7
25047001,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,0.1,1.39
25050000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
25051000,5935801,59350271,resi,sfd,3,sfd3,2.0,2.0,0.41,0.1,0.82
25052000,5935020,59350355,resi,sfd,4,sfd4,2.8,2.8,0.63,0.1,1.76
25053000,5935801,59350271,resi,sfd,3,sfd3,2.0,2.0,0.41,0.1,0.82
25054000,5935020,59350355,resi,sfd,4,sfd4,2.8,2.8,0.63,0.1,1.76
25055000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
25056000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25057000,5935801,59350271,resi,sfd,3,sfd3,2.0,2.0,0.41,0.1,0.82
25055001,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
25058000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,0.1,1.42
25059000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
25061000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
25063000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25064000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25065000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25066000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25067000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25068000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25069000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25071000,5935801,59350271,resi,sfd,4,sfd4,2.0,2.0,0.41,0.1,0.82
25070001,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,0.1,1.39
25072000,5935801,59350271,resi,sfd,1,sfd1,1.7,1.7,0.41,0.1,0.7
25073000,5935801,59350271,resi,sfd,4,sfd4,2.0,2.0,0.41,0.1,0.82
25074000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25075000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25076000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,0.1,2.61
25077000,5935801,59350271,resi,sfd,3,sfd3,2.0,2.0,0.41,0.1,0.82
5301006,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25078000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25079000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,0.1,2.61
25080000,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25081000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25082000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25083000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
5301007,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
5301008,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25080001,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25085000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
5301009,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25080002,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25080003,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
5301010,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25087000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
5321001,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25089000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25090000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
5321002,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25092000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25094000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25080004,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25096000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
5301011,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25097000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25099000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25080005,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25100000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25103000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,0.1,1.9
25105000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25108000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25109000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25110000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25111000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25112000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25113000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25115000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25116000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
5321003,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25120000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25124000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25125000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25126000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25128000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25130000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25131000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25132000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25135000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25136000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25137000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25139000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25142000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25143000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25144000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25147000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25148000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25149000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
5332001,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25154000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
5332002,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25163000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25165000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25166000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25167000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25168000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25169000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25174000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25177000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
5332003,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
5332004,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25182000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
5332005,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
5332006,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25183000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
5332007,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25185000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
5332008,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
5332009,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25190000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
5321005,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
5321006,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25193000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25194000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25196000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25198000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25200000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
5321007,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,0.1,0.82
25201000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25203000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25204000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25205000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25206000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25208000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
5332010,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25211000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25212000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25213000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25214000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
5332011,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25215000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25217000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
5332012,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25227000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25228000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25229000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25230000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25231000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
25232000,5935801,59350271,resi,mh,1,mh,2.1,2.1,0.41,0.1,0.86
5332013,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
25235000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
25235001,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,0.1,1.23
5332014,5935801,59350271,resi,sfd,6,sfd4,2.0,2.0,0.41,0.1,0.82
