bid,CSDUID,DAUID,use1_gf,use2_gf,Bdrm_up,pop_ref,ref_val,pop_est,occu_rate,f0_elv,f0_scale
13489000,5907041,59070214,resi,sfd,2,sfd2,1.8,1.8,0.8,0.1,1.44
13490000,5907041,59070211,resi,sfd,1,sfd1,1.283333333,1.283333333,0.89,0.1,1.14
13491000,5907041,59070212,resi,sfd,1,sfd1,1.283333333,1.283333333,0.91,0.1,1.17
13492000,5907041,59070212,resi,sfd,5,sfd4,2.9,2.9,0.91,0.1,2.64
2248001,5907041,59070214,resi,sfd,2,sfd2,1.8,1.8,0.8,0.1,1.44
13493001,5907041,59070214,resi,sfd,3,sfd3,2.4,2.4,0.8,0.1,1.92
13495000,5907041,59070209,resi,sfd,2,sfd2,1.8,1.8,0.91,0.1,1.64
2333001,5907041,59070212,resi,mf,66,mf,0.859982639,56.75885417,0.91,0.1,51.65
13496000,5907041,59070209,resi,sfd,2,sfd2,1.8,1.8,0.91,0.1,1.64
2344001,5907041,59070212,resi,sfd,5,sfd4,2.9,2.9,0.91,0.1,2.64
13498000,5907041,59070244,resi,mf,27,mf,0.859982639,23.21953125,0.89,0.1,20.67
2239001,5907041,59070211,resi,sfd,6,sfd4,2.9,2.9,0.89,0.1,2.58
13499000,5907051,59070181,resi,sfd,1,sfd1,2.0,2.0,0.98,0.1,1.96
13501000,5907041,59070214,resi,sfd,4,sfd4,2.9,2.9,0.8,0.1,2.32
13502000,5907041,59070250,resi,sfd,1,sfd1,1.283333333,1.283333333,0.88,0.1,1.13
2313001,5907041,59070250,resi,sfd,3,sfd3,2.4,2.4,0.88,0.1,2.11
13500001,5907041,59070214,resi,sfd,4,sfd4,2.9,2.9,0.8,0.1,2.32
13503000,5907041,59070214,resi,sfd,2,sfd2,1.8,1.8,0.8,0.1,1.44
13504000,5907041,59070244,resi,sfd,6,sfd4,2.9,2.9,0.89,0.1,2.58
13506000,5907041,59070210,resi,sfd,3,sfd3,2.4,2.4,0.9,0.1,2.16
13507000,5907041,59070238,resi,sfd,6,sfd4,2.9,2.9,0.92,0.1,2.67
13508000,5907041,59070238,resi,sfd,2,sfd2,1.8,1.8,0.92,0.1,1.66
13509000,5907041,59070214,resi,sfd,2,sfd2,1.8,1.8,0.8,0.1,1.44
13510000,5907041,59070214,resi,sfd,6,sfd4,2.9,2.9,0.8,0.1,2.32
13511000,5907041,59070210,resi,sfd,3,sfd3,2.4,2.4,0.9,0.1,2.16
13505001,5907041,59070243,resi,sfd,3,sfd3,2.4,2.4,0.94,0.1,2.26
2301001,5907041,59070244,resi,sfd,3,sfd3,2.4,2.4,0.89,0.1,2.14
13513000,5907041,59070214,resi,sfd,3,sfd3,2.4,2.4,0.8,0.1,1.92
13514000,5907041,59070238,resi,sfd,3,sfd3,2.4,2.4,0.92,0.1,2.21
13420001,5907041,59070238,resi,sfd,6,sfd4,2.9,2.9,0.92,0.1,2.67
13515000,5907041,59070238,resi,sfd,4,sfd4,2.9,2.9,0.92,0.1,2.67
13516001,5907041,59070214,resi,sfd,3,sfd3,2.4,2.4,0.8,0.1,1.92
2282001,5907041,59070243,resi,sfd,2,sfd2,1.8,1.8,0.94,0.1,1.69
13517000,5907041,59070243,resi,sfd,2,sfd2,1.8,1.8,0.94,0.1,1.69
13518000,5907041,59070244,resi,sfd,3,sfd3,2.4,2.4,0.89,0.1,2.14
13519000,5907041,59070238,resi,sfd,4,sfd4,2.9,2.9,0.92,0.1,2.67
13520000,5907041,59070212,resi,sfd,1,sfd1,1.283333333,1.283333333,0.91,0.1,1.17
13429001,5907041,59070210,resi,sfd,2,sfd2,1.8,1.8,0.9,0.1,1.62
2273001,5907041,59070210,resi,sfd,3,sfd3,2.4,2.4,0.9,0.1,2.16
13521000,5907041,59070212,resi,mf,48,mf,0.859982639,41.27916667,0.91,0.1,37.56
13522000,5907041,59070244,resi,mf,76,mf,0.859982639,65.35868056,0.89,0.1,58.17
13525000,5907041,59070238,resi,sfd,2,sfd2,1.8,1.8,0.92,0.1,1.66
13526000,5907041,59070238,resi,sfd,3,sfd3,2.4,2.4,0.92,0.1,2.21
2270001,5907041,59070212,resi,sfd,2,sfd2,1.8,1.8,0.91,0.1,1.64
13527000,5907041,59070244,resi,sfd,3,sfd3,2.4,2.4,0.89,0.1,2.14
13528000,5907041,59070243,resi,sfd,2,sfd2,1.8,1.8,0.94,0.1,1.69
2178001,5907041,59070210,resi,sfd,3,sfd3,2.4,2.4,0.9,0.1,2.16
2183001,5907041,59070243,resi,sfd,1,sfd1,1.283333333,1.283333333,0.94,0.1,1.21
13529000,5907041,59070244,resi,sfd,6,sfd4,2.9,2.9,0.89,0.1,2.58
13530000,5907041,59070250,resi,mf,26,mf,0.859982639,22.35954861,0.88,0.1,19.68
13531000,5907041,59070238,resi,sfd,3,sfd3,2.4,2.4,0.92,0.1,2.21
13532000,5907041,59070238,resi,mf,18,mf,0.859982639,15.4796875,0.92,0.1,14.24
13533000,5907051,59070181,resi,sfd,4,sfd4,3.1,3.1,0.98,0.1,3.04
13534000,5907041,59070250,resi,sfd,1,sfd1,1.283333333,1.283333333,0.88,0.1,1.13
13502001,5907041,59070250,resi,sfd,1,sfd1,1.283333333,1.283333333,0.88,0.1,1.13
13535000,5907041,59070212,resi,sfd,6,sfd4,2.9,2.9,0.91,0.1,2.64
13536000,5907041,59070238,resi,sfd,2,sfd2,1.8,1.8,0.92,0.1,1.66
2311001,5907041,59070238,resi,sfd,5,sfd4,2.9,2.9,0.92,0.1,2.67
13537000,5907041,59070214,resi,sfd,1,sfd1,1.283333333,1.283333333,0.8,0.1,1.03
13538000,5907041,59070214,resi,sfd,2,sfd2,1.8,1.8,0.8,0.1,1.44
13539000,5907041,59070214,resi,sfd,6,sfd4,2.9,2.9,0.8,0.1,2.32
13540000,5907041,59070250,resi,sfd,3,sfd3,2.4,2.4,0.88,0.1,2.11
13541000,5907041,59070212,resi,sfd,6,sfd4,2.9,2.9,0.91,0.1,2.64
13543000,5907041,59070238,resi,sfd,2,sfd2,1.8,1.8,0.92,0.1,1.66
13544000,5907041,59070214,resi,sfd,2,sfd2,1.8,1.8,0.8,0.1,1.44
13542001,5907041,59070238,resi,sfd,3,sfd3,2.4,2.4,0.92,0.1,2.21
13545000,5907041,59070214,resi,sfd,4,sfd4,2.9,2.9,0.8,0.1,2.32
13546000,5907041,59070212,resi,sfd,2,sfd2,1.8,1.8,0.91,0.1,1.64
