xid,0.2,0.05,0.01,0.005,0.002,0.0,ead
273,0.0,274.71001,800.41406,1124.53234,1450.62695,1668.02336,53.89949
274,0.0,3349.78935,3799.76106,4200.24608,4700.21464,5033.52701,437.30966
275,0.0,472.4764,4375.54228,7523.67304,17897.6113,24813.57014,242.98725
276,0.0,0.0,375.09112,774.92129,1674.95149,2274.97162,18.00159
277,0.0,699.80972,1000.1427,1099.77007,2724.76015,3808.08687,104.0042
278,0.0,16.76152,1749.48365,3900.19619,7600.30173,10067.03876,85.6243
279,0.0,0.0,100.01205,124.99462,374.98385,541.64334,4.22935
280,,0.0,0.0,0.0,0.0,,0.0
281,0.0,549.94639,3149.69294,5625.25805,7525.07284,8791.61603,173.21833
282,0.0,300.33039,625.41329,1024.75371,4574.26292,6940.60239,65.07846
283,0.0,21.28551,44.29687,100.09942,1424.97847,2308.23117,9.28988
284,0.0,12.03393,24.77776,24.77776,24.77776,24.77776,1.88656
285,,0.0,0.0,0.0,0.0,,0.0
286,0.0,0.0,49.96984,174.96072,1300.01117,2050.0448,7.12424
287,0.0,0.0,0.0,850.08363,1849.91435,2516.46816,10.54159
288,0.0,2274.83981,2524.87608,2925.05668,4250.00379,5133.30186,300.37803
289,0.0,724.7855,2800.57117,5899.75397,10449.95734,13483.42625,195.07481
290,,0.0,0.0,0.0,0.0,,0.0
291,,0.0,0.0,0.0,0.0,,0.0
292,0.0,475.11184,949.96147,1725.03354,2375.03477,2808.36892,82.15585
293,0.0,0.0,74.9702,250.02562,549.90642,749.82695,4.81152
294,0.0,2.11532,75.00111,97.48,97.48,97.48,2.61958
295,0.0,0.0,0.0,0.0,44.34803,73.91338,0.18478
296,0.0,875.3199,1458.8665,2042.41309,4960.14608,6905.30141,143.45521
297,0.0,1649.8243,6401.15652,8475.56795,12151.27944,14601.75377,379.64155
298,0.0,0.0,0.0,0.0,1.26286,2.10477,0.00526
299,0.0,75.11206,449.96597,550.0369,724.98442,841.6161,22.1141
300,0.0,15.71755,49.99519,49.99519,49.99519,49.99519,2.99302
301,,0.0,0.0,0.0,0.0,,0.0
302,,0.0,0.0,0.0,0.0,,0.0
303,0.0,13183.22413,17248.28682,18942.06294,20889.90548,22188.46717,1790.67423
304,,0.0,0.0,0.0,0.0,,0.0
305,0.0,3376.8813,3917.18231,4097.28264,4187.33281,4247.36626,440.04515
306,0.0,30.06197,45.09295,67.63943,67.63943,67.63943,4.37777
