xid,0.2,0.05,0.01,0.005,0.002,0.0,ead
276,0.0,0.0,0.0,0.0,274.95687,458.26145,1.14565
277,0.0,74.96234,699.80972,699.80972,925.18036,1075.42745,29.05476
278,0.0,0.0,1.0476,16.76152,1500.15604,2489.08572,6.33009
279,0.0,0.0,0.0,0.0,100.01205,166.68675,0.41672
280,,0.0,0.0,0.0,0.0,,0.0
281,0.0,16.12746,399.96101,549.94639,2749.73193,4216.25562,23.8216
282,0.0,56.10568,174.9177,300.33039,625.41329,842.13522,12.87268
283,0.0,0.0,17.8338,21.28551,44.29687,59.63778,0.65678
284,0.0,12.03393,12.03393,12.03393,24.77776,33.27365,1.55734
285,,0.0,0.0,0.0,0.0,,0.0
286,0.0,0.0,0.0,0.0,49.96984,83.28307,0.20821
287,,0.0,0.0,0.0,0.0,,0.0
288,0.0,1850.14585,2174.94787,2274.83981,2499.74989,2649.68994,242.69861
289,0.0,324.7039,575.47969,724.7855,2349.75459,3433.06732,56.00176
290,,0.0,0.0,0.0,0.0,,0.0
291,,0.0,0.0,0.0,0.0,,0.0
292,0.0,200.06089,425.03106,475.11184,824.89064,1058.07651,33.58973
293,0.0,0.0,0.0,0.0,49.85518,83.09197,0.20773
294,0.0,0.0,0.0,2.11532,75.00111,123.59164,0.31956
295,,0.0,0.0,0.0,0.0,,0.0
296,0.0,583.5466,583.5466,875.3199,1458.8665,1847.89757,77.56307
297,0.0,198.14066,651.03361,1572.99424,6049.35575,9033.59676,63.92058
298,,0.0,0.0,0.0,0.0,,0.0
299,0.0,0.23546,75.11206,125.02979,174.94752,208.22601,2.8581
300,0.0,7.64977,15.71755,15.71755,49.99519,72.84695,1.34108
301,,0.0,0.0,0.0,0.0,,0.0
302,,0.0,0.0,0.0,0.0,,0.0
303,0.0,7537.30373,11715.28483,13013.84652,17078.90921,19788.951,1094.17937
304,,0.0,0.0,0.0,0.0,,0.0
305,0.0,2386.32945,3106.7308,3331.85622,3917.18231,4307.3997,324.03052
306,0.0,7.51549,7.51549,30.06197,45.09295,55.1136,1.17116
